Company_ID,Cluster_Profile,Industry,Employees,City,Primary_Challenge,Motivation_for_AI,Leadership_Alignment,AI_Strategy_Cohesion,Market_Hype_Impact,Responsibility_Ownership,AI_Budget_Allocation,Compliance_Feasibility,Use_Case_Prioritization,Business_Value_Tracking,Operational_Integration,Data_Collection_Breadth,Data_Quality_Management,Data_Accessibility,Cloud_Infrastructure,Tooling_BI_Adoption,API_Integration_Level,Project_Mgmt_Effectiveness,Deployment_Speed,Scaling_Capability,Workforce_AI_Skills,Leadership_AI_Familiarity,Training_Programs,Psychological_Safety,Internal_Innovation_Push,Change_Mgmt_Readiness,AI_Ethics_Awareness,Vendor_Partnership_Mgmt,Continuous_Model_Monitoring,Data_Security_Standards,Collaboration_IT_Business,Customer_Data_Usage,Employee_Data_Usage,Operational_Metrics_Usage,Automation_Degree,Future_AI_Investment
CMP-5052,3. The Structured Builder,Healthcare,51-250,Frankfurt,Document Processing,4,3,3,4,3,3,3,3,3,3,3,1,3,2,3,3,4,4,3,4,4,4,2,3,2,2,3,3,3,2,4,2,1,2,3
CMP-6168,3. The Structured Builder,Healthcare,51-250,Berlin,Customer Service Efficiency,3,3,4,3,2,4,1,4,2,3,3,4,3,2,2,3,3,3,5,3,3,2,3,4,4,2,3,2,3,4,2,3,4,3,2
CMP-4485,3. The Structured Builder,Services,251-500,Berlin,Data Insights,5,2,3,3,3,2,2,3,3,4,1,3,4,3,3,4,1,3,4,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3
CMP-9624,3. The Structured Builder,Logistics,251-500,Stuttgart,Document Processing,1,2,3,3,5,3,2,3,4,3,2,4,3,3,3,4,3,3,3,2,3,4,2,2,1,2,3,4,2,3,3,3,3,3,3
CMP-2468,3. The Structured Builder,Healthcare,1-50,Stuttgart,Data Insights,2,4,4,4,2,3,3,2,2,3,5,3,3,3,4,4,3,3,3,3,2,2,3,2,4,3,4,3,4,3,3,4,3,3,2
CMP-4355,3. The Structured Builder,Services,251-500,Hamburg,Search/Recommendations,3,2,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,2,5,3,3,3,2,3,3,3,5,3,4,3,4,3,3,3,3
CMP-6102,3. The Structured Builder,Tech SME,251-500,Frankfurt,Document Processing,2,4,3,2,2,3,3,2,2,3,3,3,3,2,2,4,3,3,3,2,3,3,2,3,3,4,3,3,2,3,3,2,3,5,2
CMP-1528,3. The Structured Builder,Services,51-250,Hamburg,Data Insights,3,4,2,3,3,3,3,3,2,3,3,3,4,3,3,2,2,5,3,3,1,3,3,1,3,3,2,4,2,3,2,3,2,3,4
CMP-2756,3. The Structured Builder,Manufacturing,1-50,Berlin,Cost Reduction,2,3,3,2,4,3,3,3,4,4,4,3,4,3,2,3,3,1,2,2,4,3,4,3,3,3,1,3,3,3,2,3,2,3,3
CMP-4907,3. The Structured Builder,Services,251-500,Stuttgart,Document Processing,3,3,3,2,3,2,3,1,4,3,1,5,2,3,3,3,3,4,3,4,3,3,2,2,3,3,3,4,2,3,3,3,3,3,3
CMP-7713,3. The Structured Builder,Retail,51-250,Stuttgart,Customer Service Efficiency,3,3,3,4,3,3,3,3,2,3,4,2,3,3,3,1,4,2,5,4,3,3,3,3,3,3,3,3,3,2,4,2,3,3,2
CMP-3788,3. The Structured Builder,Manufacturing,51-250,Hamburg,Data Insights,3,2,4,3,2,3,2,4,3,4,4,3,3,2,4,5,3,3,3,2,3,3,3,3,3,3,3,3,5,4,2,2,3,1,3
CMP-8474,3. The Structured Builder,Manufacturing,1-50,Stuttgart,Cost Reduction,2,4,1,3,3,3,4,4,3,5,5,4,3,2,5,3,3,3,3,3,5,3,3,3,3,2,4,3,4,3,1,1,2,4,2
CMP-3275,3. The Structured Builder,Tech SME,1-50,Stuttgart,Search/Recommendations,3,5,3,3,2,3,3,3,2,3,3,1,3,3,3,2,3,4,1,2,2,3,2,3,2,3,3,4,3,3,4,4,3,3,3
CMP-5956,3. The Structured Builder,Services,1-50,Berlin,Document Processing,4,3,3,3,3,3,3,4,3,2,3,2,2,3,3,3,4,3,2,2,4,3,4,3,3,2,3,3,4,3,3,2,3,5,3
CMP-5868,3. The Structured Builder,Finance,51-250,Berlin,Cost Reduction,3,3,2,3,2,3,3,3,2,3,3,3,3,3,4,3,3,2,3,3,4,4,2,4,2,3,3,3,5,3,3,2,2,3,2
CMP-1377,3. The Structured Builder,Finance,51-250,Munich,Data Insights,3,3,3,3,3,3,4,2,3,2,3,3,4,3,3,4,3,4,3,3,2,2,3,2,3,3,2,3,4,3,3,4,3,3,4
CMP-2282,3. The Structured Builder,Finance,251-500,Hamburg,Search/Recommendations,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,1,3,3,4,2,4,3,2,3,2,3,2,3,3,2,3,2,3,3,3
CMP-3958,3. The Structured Builder,Logistics,251-500,Stuttgart,Document Processing,2,3,2,3,3,2,2,3,4,3,2,4,3,3,3,3,3,3,3,3,3,4,3,3,4,2,3,3,1,3,3,1,3,2,3
CMP-1799,3. The Structured Builder,Healthcare,251-500,Cologne,Search/Recommendations,3,3,3,3,4,3,4,2,4,3,3,4,3,3,2,1,5,2,4,3,3,4,3,3,3,4,4,4,3,3,3,3,3,3,4
CMP-6154,3. The Structured Builder,Finance,51-250,Frankfurt,Cost Reduction,2,3,3,3,2,3,1,3,2,3,1,2,2,3,3,5,4,2,3,2,1,4,2,3,3,4,2,3,3,2,4,5,3,3,3
CMP-4707,3. The Structured Builder,Manufacturing,51-250,Berlin,Customer Service Efficiency,3,3,2,4,5,3,2,4,2,3,3,3,3,4,3,3,3,1,3,3,2,3,5,4,4,3,4,2,3,3,4,3,3,3,3
CMP-4998,3. The Structured Builder,Retail,251-500,Cologne,Search/Recommendations,3,4,3,3,3,4,3,3,3,3,3,5,3,3,4,3,3,4,4,3,5,3,3,3,3,4,3,3,4,3,3,3,3,3,2
CMP-7070,3. The Structured Builder,Logistics,51-250,Stuttgart,Search/Recommendations,3,2,3,3,3,2,2,4,2,3,2,3,3,4,3,3,4,2,2,1,3,2,2,2,3,3,4,3,3,3,2,2,3,2,4
CMP-1375,3. The Structured Builder,Finance,1-50,Frankfurt,Cost Reduction,3,4,3,4,2,2,3,3,3,3,2,3,3,3,3,4,3,2,2,3,3,3,2,3,4,2,3,3,3,3,3,4,3,2,3
CMP-4041,3. The Structured Builder,Services,51-250,Stuttgart,Data Insights,3,2,3,3,3,4,3,2,4,3,2,3,3,3,2,3,3,3,3,4,4,3,2,2,4,3,3,3,3,4,3,4,3,3,4
CMP-2228,3. The Structured Builder,Logistics,51-250,Cologne,Cost Reduction,3,4,4,3,3,2,3,4,4,3,3,2,4,3,4,2,2,3,4,3,3,4,3,3,3,3,3,5,3,3,2,4,4,4,3
CMP-2339,3. The Structured Builder,Finance,51-250,Hamburg,Customer Service Efficiency,3,4,3,5,3,2,3,3,2,2,2,3,3,3,4,3,3,2,4,3,1,3,3,3,2,4,2,3,2,3,3,3,3,3,3
CMP-8819,3. The Structured Builder,Services,251-500,Munich,Cost Reduction,2,2,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,5,3,3,2,3,4,2,2
CMP-5338,4. The Value Scaler,Healthcare,500+,Frankfurt,Document Processing,1,5,4,4,5,5,4,3,4,3,5,4,4,4,4,5,3,4,2,4,5,4,3,4,4,4,4,4,5,4,4,5,4,4,3
CMP-9282,4. The Value Scaler,Healthcare,500+,Berlin,Data Insights,4,4,5,4,4,5,5,4,4,3,5,5,4,4,4,4,4,1,4,4,3,4,3,4,4,4,1,3,4,3,4,3,4,5,4
CMP-8503,4. The Value Scaler,Healthcare,500+,Cologne,Data Insights,3,4,3,4,4,3,5,4,4,5,1,4,5,4,1,4,4,5,4,4,5,4,4,4,4,4,5,4,5,3,5,4,4,5,4
CMP-2438,4. The Value Scaler,Services,251-500,Munich,Search/Recommendations,5,3,4,5,3,4,1,4,5,3,3,4,3,5,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4
CMP-1795,4. The Value Scaler,Healthcare,500+,Hamburg,Customer Service Efficiency,4,4,4,4,3,4,4,4,4,4,4,4,4,5,3,4,5,4,4,4,4,4,3,4,4,4,4,3,3,4,4,5,4,4,4
CMP-9606,4. The Value Scaler,Finance,500+,Hamburg,Data Insights,4,5,4,4,3,4,3,4,4,4,4,4,3,4,4,4,4,3,5,4,4,3,1,4,4,4,4,3,1,4,5,4,5,4,4
CMP-1350,4. The Value Scaler,Healthcare,251-500,Cologne,Cost Reduction,4,4,5,4,4,3,5,2,4,3,4,4,2,4,5,4,4,2,4,4,3,3,5,3,5,4,5,4,4,5,4,4,4,4,4
CMP-5839,4. The Value Scaler,Retail,251-500,Cologne,Cost Reduction,4,4,4,3,3,4,4,3,4,4,4,5,3,5,4,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,1,4,4,1,4
CMP-7355,4. The Value Scaler,Manufacturing,251-500,Berlin,Cost Reduction,4,5,3,5,3,4,4,5,4,4,4,5,5,4,4,5,5,4,4,4,4,3,4,4,4,4,4,5,4,4,4,3,4,4,2
CMP-4917,4. The Value Scaler,Retail,500+,Stuttgart,Search/Recommendations,4,4,4,3,4,3,4,3,4,4,3,5,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4
CMP-8029,4. The Value Scaler,Retail,500+,Stuttgart,Data Insights,5,4,3,5,4,4,4,4,5,3,4,4,4,4,4,4,4,4,5,5,3,4,4,4,4,4,4,3,4,3,4,5,4,4,3
CMP-5399,4. The Value Scaler,Manufacturing,251-500,Cologne,Task Automation,5,4,4,4,3,3,5,4,4,4,3,5,4,3,3,3,4,4,4,3,4,4,4,4,4,4,3,5,4,3,4,2,4,4,4
CMP-9013,4. The Value Scaler,Healthcare,251-500,Stuttgart,Task Automation,3,4,3,4,4,4,1,4,4,2,3,4,3,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4
CMP-5720,4. The Value Scaler,Manufacturing,500+,Hamburg,Cost Reduction,4,4,4,4,4,3,3,4,4,3,3,4,4,1,5,4,4,3,4,5,3,4,4,3,4,4,5,4,4,4,5,3,1,4,4
CMP-8871,4. The Value Scaler,Healthcare,251-500,Frankfurt,Search/Recommendations,4,4,3,4,4,4,5,3,4,4,4,3,4,3,4,5,4,4,4,3,1,4,4,5,4,4,5,2,4,4,4,4,4,4,4
CMP-8678,4. The Value Scaler,Tech SME,500+,Munich,Data Insights,4,4,5,1,4,1,3,3,4,4,4,5,4,3,4,1,4,4,4,3,4,5,4,4,5,4,4,5,4,1,4,5,4,4,4
CMP-7094,4. The Value Scaler,Logistics,251-500,Stuttgart,Task Automation,5,4,3,4,4,4,3,3,4,3,3,2,3,4,4,5,4,5,4,2,5,2,4,4,4,5,4,4,5,4,4,5,3,4,4
CMP-7604,4. The Value Scaler,Finance,500+,Stuttgart,Cost Reduction,4,4,4,4,4,4,4,3,4,4,4,4,1,4,4,3,3,5,4,1,4,4,4,3,5,3,4,4,5,4,4,3,3,5,5
CMP-3778,4. The Value Scaler,Retail,251-500,Stuttgart,Task Automation,4,1,4,5,1,5,4,4,3,3,4,4,5,4,4,4,4,3,4,5,3,4,4,4,4,4,4,4,3,4,3,2,4,3,3
CMP-3598,4. The Value Scaler,Services,251-500,Cologne,Cost Reduction,3,4,4,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,3,4,4,3,5,5,4,4,4,3,3,4,4,4
CMP-5894,4. The Value Scaler,Manufacturing,251-500,Stuttgart,Cost Reduction,3,4,4,4,3,3,4,4,5,4,5,4,5,4,3,4,4,3,1,5,4,3,4,5,4,5,4,4,4,5,3,4,4,4,4
CMP-1464,4. The Value Scaler,Tech SME,500+,Hamburg,Customer Service Efficiency,4,3,1,4,4,4,5,4,4,4,3,5,4,4,4,4,3,4,4,4,5,4,4,3,5,4,4,2,5,4,4,4,1,4,4
CMP-2044,4. The Value Scaler,Logistics,251-500,Frankfurt,Cost Reduction,5,3,4,5,3,4,3,5,2,3,4,4,4,4,4,1,4,2,4,3,3,3,4,4,4,5,4,4,5,3,5,4,5,4,4
CMP-3015,4. The Value Scaler,Tech SME,500+,Cologne,Customer Service Efficiency,4,4,4,4,2,4,4,5,4,5,4,4,4,3,5,4,4,4,3,3,3,5,4,3,3,4,4,4,4,5,4,4,3,5,4
CMP-5289,4. The Value Scaler,Finance,500+,Munich,Customer Service Efficiency,4,4,4,3,4,4,4,4,3,4,4,3,5,3,3,4,4,4,4,5,4,4,4,3,4,4,2,4,3,4,3,4,5,4,4
CMP-5476,4. The Value Scaler,Healthcare,251-500,Frankfurt,Customer Service Efficiency,4,5,3,4,5,4,4,5,4,3,5,4,5,4,4,5,3,4,4,4,4,4,3,3,4,4,3,5,4,4,5,4,4,4,4
CMP-3941,4. The Value Scaler,Healthcare,500+,Frankfurt,Search/Recommendations,4,4,4,4,3,4,3,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,5,4,4,4
CMP-9106,4. The Value Scaler,Finance,500+,Berlin,Customer Service Efficiency,4,4,4,5,4,4,3,4,4,4,5,4,3,5,3,3,4,4,4,4,4,3,4,3,4,4,4,5,3,3,4,4,4,4,4
CMP-3412,4. The Value Scaler,Healthcare,500+,Stuttgart,Document Processing,4,4,3,4,3,4,4,5,4,4,3,1,4,1,3,4,3,4,4,5,4,4,4,3,4,5,4,4,4,4,4,4,3,5,3
CMP-4428,4. The Value Scaler,Logistics,251-500,Berlin,Search/Recommendations,3,5,3,5,4,4,3,4,4,4,4,5,1,3,4,4,3,4,4,4,4,5,4,4,4,3,4,5,4,3,4,4,4,5,4
CMP-8475,4. The Value Scaler,Healthcare,251-500,Cologne,Document Processing,3,4,4,1,4,3,4,4,5,4,5,5,4,3,4,2,5,3,5,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2
CMP-6768,4. The Value Scaler,Tech SME,500+,Cologne,Document Processing,4,4,5,4,3,4,3,4,5,4,4,4,5,4,4,5,4,3,4,4,4,3,3,4,1,3,4,4,4,4,5,3,4,4,4
CMP-4034,4. The Value Scaler,Tech SME,251-500,Frankfurt,Cost Reduction,3,4,3,4,3,4,5,4,4,4,4,4,1,4,4,4,5,4,4,3,4,4,3,5,4,4,3,3,4,5,5,4,3,5,3
CMP-8536,4. The Value Scaler,Tech SME,251-500,Cologne,Document Processing,4,4,5,5,3,4,4,5,4,3,4,4,4,4,5,3,4,4,5,4,3,3,4,1,4,3,4,4,4,4,4,4,2,4,4
CMP-2325,4. The Value Scaler,Healthcare,251-500,Stuttgart,Task Automation,4,4,3,4,4,4,4,3,4,2,3,4,4,4,2,4,3,4,4,5,4,3,4,2,4,4,3,5,4,5,3,4,4,4,4
CMP-3398,4. The Value Scaler,Services,500+,Munich,Cost Reduction,4,1,5,4,4,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,5,3,4,3,4,5,3,3,4,4,4
CMP-2437,4. The Value Scaler,Healthcare,500+,Cologne,Search/Recommendations,2,4,4,4,1,4,5,5,2,3,4,5,5,4,4,3,5,4,4,3,4,5,4,5,4,3,4,3,5,3,4,2,4,4,4
CMP-5930,4. The Value Scaler,Healthcare,251-500,Munich,Data Insights,4,5,4,3,5,3,4,4,5,5,5,4,5,3,3,4,5,3,5,4,4,4,4,4,3,4,4,4,4,1,4,4,5,4,2
CMP-8910,4. The Value Scaler,Tech SME,251-500,Munich,Document Processing,3,3,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,2,4,1,4,3,5,4,3,2,2,5,3,4,4,4
CMP-2374,4. The Value Scaler,Retail,500+,Cologne,Document Processing,5,1,5,4,5,4,3,1,4,5,2,4,5,4,4,4,4,3,4,4,4,3,4,4,5,4,4,4,4,4,3,3,3,4,4
CMP-6106,4. The Value Scaler,Logistics,251-500,Cologne,Cost Reduction,4,1,4,4,4,5,4,4,4,4,4,4,4,5,4,3,4,3,4,4,4,3,1,3,4,4,4,4,5,4,5,4,4,5,3
CMP-1137,4. The Value Scaler,Tech SME,500+,Frankfurt,Document Processing,4,4,4,4,5,3,4,3,5,4,4,4,4,3,4,5,5,5,4,4,4,5,3,4,5,4,5,4,4,4,4,4,3,5,4
CMP-2551,4. The Value Scaler,Tech SME,500+,Berlin,Task Automation,3,4,4,4,4,4,5,5,4,5,4,5,3,2,4,3,4,4,3,5,3,3,4,4,3,4,5,4,4,4,4,4,4,4,4
CMP-3727,4. The Value Scaler,Finance,500+,Cologne,Task Automation,4,4,4,3,5,4,5,4,4,4,4,4,5,3,4,2,4,4,3,5,4,1,3,4,5,4,4,4,4,4,3,4,3,4,1
CMP-2153,4. The Value Scaler,Healthcare,500+,Cologne,Data Insights,4,4,4,5,5,5,5,3,3,3,4,4,5,4,4,3,4,4,4,5,4,3,4,3,5,4,3,4,4,4,4,4,3,5,5
CMP-3717,4. The Value Scaler,Healthcare,251-500,Frankfurt,Customer Service Efficiency,4,4,5,3,4,3,4,4,4,5,4,5,3,5,4,4,3,4,5,4,4,5,3,4,5,4,5,3,4,5,4,5,3,4,4
CMP-7259,4. The Value Scaler,Logistics,251-500,Munich,Document Processing,4,3,4,3,3,3,4,4,5,4,3,5,4,4,1,4,3,4,3,5,5,2,4,4,4,5,3,5,4,4,4,4,4,4,2
CMP-3646,4. The Value Scaler,Logistics,500+,Hamburg,Data Insights,3,4,2,5,4,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,4,4,4,4,5,4,5,4,4
CMP-9834,4. The Value Scaler,Manufacturing,500+,Stuttgart,Customer Service Efficiency,4,1,5,4,5,4,4,3,4,4,4,5,1,3,3,4,4,5,4,4,5,2,4,4,3,4,5,3,3,4,4,3,4,3,3
CMP-4311,4. The Value Scaler,Logistics,500+,Munich,Data Insights,2,3,4,4,4,3,3,3,1,4,3,4,4,4,3,4,3,3,4,4,4,4,4,5,4,3,4,4,4,4,4,3,3,4,4
CMP-9271,4. The Value Scaler,Healthcare,251-500,Frankfurt,Task Automation,4,4,3,2,5,4,4,4,3,5,5,4,5,4,4,4,3,4,3,5,4,5,4,4,4,3,4,4,4,4,3,4,5,4,4
CMP-5486,4. The Value Scaler,Finance,500+,Stuttgart,Search/Recommendations,3,1,4,3,5,4,4,4,4,4,4,4,3,4,4,3,4,2,4,3,4,3,1,1,4,4,4,4,3,3,4,4,4,5,1
CMP-3504,4. The Value Scaler,Finance,251-500,Hamburg,Task Automation,4,3,3,4,4,3,5,3,2,5,4,4,4,4,4,4,4,5,4,4,4,4,5,4,3,3,4,4,3,4,4,3,4,4,5
CMP-7939,4. The Value Scaler,Tech SME,500+,Berlin,Customer Service Efficiency,5,5,4,4,5,4,4,4,4,5,3,4,4,1,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,5,5,3
CMP-5673,4. The Value Scaler,Tech SME,251-500,Berlin,Data Insights,5,4,4,4,4,4,4,4,3,4,4,4,4,5,3,4,5,4,2,4,4,3,4,4,1,4,4,4,4,1,4,5,4,5,3
CMP-1540,4. The Value Scaler,Retail,500+,Munich,Data Insights,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,3,4,4,5,5,4,3,3,4,4,2,4,3,5,4,4,5,4,5
CMP-9002,4. The Value Scaler,Logistics,251-500,Frankfurt,Customer Service Efficiency,4,3,4,4,4,3,4,5,4,4,4,3,2,4,1,4,4,4,3,4,1,3,4,5,4,4,5,4,4,4,4,5,3,4,3
CMP-8389,4. The Value Scaler,Healthcare,500+,Munich,Customer Service Efficiency,4,5,5,5,1,4,4,3,4,5,4,4,5,4,4,3,4,4,4,5,4,5,4,5,3,4,4,4,4,5,4,1,4,4,1
CMP-6627,4. The Value Scaler,Logistics,251-500,Stuttgart,Document Processing,4,5,5,2,4,4,4,4,4,3,3,4,4,5,4,3,5,4,4,4,4,3,3,2,4,4,5,3,5,5,4,4,4,4,4
CMP-7203,4. The Value Scaler,Retail,251-500,Cologne,Cost Reduction,3,5,4,4,4,4,5,4,4,5,4,4,4,4,3,3,4,4,3,2,4,3,4,4,4,4,4,1,4,3,5,4,4,4,4
CMP-5059,5. The AI-Enabled Leader,Retail,500+,Stuttgart,Document Processing,1,4,5,5,4,5,5,5,5,5,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5
CMP-2187,5. The AI-Enabled Leader,Healthcare,251-500,Frankfurt,Data Insights,1,5,5,1,5,5,5,4,5,1,5,5,5,5,4,3,5,5,1,4,5,5,2,5,5,4,5,4,5,5,2,5,5,5,5
CMP-4100,5. The AI-Enabled Leader,Manufacturing,251-500,Munich,Task Automation,5,5,4,5,5,4,5,5,5,5,5,5,2,5,5,5,1,1,2,4,5,5,1,5,5,5,5,5,1,5,5,5,3,5,1
CMP-8881,5. The AI-Enabled Leader,Healthcare,251-500,Cologne,Customer Service Efficiency,5,4,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,2,5,5,3,5,3,5,5,5,5,4,5
CMP-5058,5. The AI-Enabled Leader,Finance,251-500,Hamburg,Search/Recommendations,4,2,4,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,4,5,5,5,5,4,4
CMP-6070,5. The AI-Enabled Leader,Tech SME,500+,Berlin,Search/Recommendations,5,5,4,4,4,4,5,5,5,5,2,4,5,3,4,5,4,5,4,5,5,5,5,5,1,5,4,5,5,4,5,5,5,5,5
CMP-7062,5. The AI-Enabled Leader,Tech SME,500+,Munich,Customer Service Efficiency,5,5,4,5,5,4,3,5,5,5,3,5,1,4,5,2,4,1,5,2,1,5,5,1,4,4,4,5,5,5,5,5,5,5,5
CMP-9206,5. The AI-Enabled Leader,Finance,500+,Berlin,Customer Service Efficiency,5,2,5,4,5,1,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,4,5,5,4,2,5,5,5,5,5,5,5
CMP-1824,5. The AI-Enabled Leader,Services,251-500,Munich,Document Processing,4,5,5,4,4,5,5,5,5,5,4,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,4,5
CMP-4992,5. The AI-Enabled Leader,Retail,500+,Stuttgart,Customer Service Efficiency,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,3,5,2,4,4,5,5,5,5,3,5,5,5,3,4,5,4,5
CMP-9349,5. The AI-Enabled Leader,Finance,500+,Hamburg,Task Automation,5,5,5,4,4,5,4,4,4,5,2,4,5,3,5,5,5,5,5,4,5,5,3,1,4,5,4,5,4,5,5,5,2,5,4
CMP-8478,5. The AI-Enabled Leader,Manufacturing,251-500,Berlin,Search/Recommendations,4,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,4,5,5,4,5,5,4,5,5,5,5,4
CMP-9643,5. The AI-Enabled Leader,Healthcare,500+,Hamburg,Cost Reduction,5,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,1,5,4,5,4,1,4,2,5,5,4,3,5,4,5,4,5,4
CMP-9254,5. The AI-Enabled Leader,Finance,251-500,Hamburg,Data Insights,5,5,5,4,5,5,5,5,5,5,5,4,4,2,5,2,5,5,5,5,5,5,5,2,3,5,5,5,5,4,5,5,5,5,5
CMP-8395,5. The AI-Enabled Leader,Services,500+,Berlin,Document Processing,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5
